Invoice_ID,month,Product_Type,Quantity,Unit_Price,Total_Sale,Customer_Type,Location,Payment_Mode,Service_Type
INV00887,April,Accessories,2,1006,2012,Institution,Industrial Area,Online,New Purchase
INV00890,April,Accessories,2,425,850,Institution,Industrial Area,Card,New Purchase
INV00891,April,Accessories,1,1934,1934,Institution,Industrial Area,Card,New Purchase
INV00895,April,Accessories,2,1553,3106,Household,Uptown,Cash,New Purchase
INV00902,April,Accessories,1,1322,1322,Household,Industrial Area,Cash,New Purchase
INV00904,April,Accessories,1,1796,1796,Household,Suburbs,Cash,New Purchase
INV00906,April,Accessories,3,889,2667,Institution,Uptown,Card,New Purchase
INV00928,April,Accessories,4,1911,7644,Business,Uptown,Card,New Purchase
INV00935,April,Accessories,3,1791,5373,Institution,Downtown,Cash,New Purchase
INV00948,April,Accessories,4,206,824,Household,Downtown,Cash,New Purchase
INV00953,April,Accessories,3,734,2202,Household,Suburbs,Online,New Purchase
INV00957,April,Accessories,2,1774,3548,Institution,Uptown,Online,New Purchase
INV00961,April,Accessories,3,1447,4341,Business,City Center,Cash,New Purchase
INV00964,April,Accessories,1,559,559,Business,Uptown,Online,New Purchase
INV00965,April,Accessories,3,1065,3195,Institution,Downtown,Online,New Purchase
INV00970,April,Accessories,3,613,1839,Business,City Center,Online,New Purchase
INV00972,April,Accessories,1,1447,1447,Household,City Center,Cash,New Purchase
INV00974,April,Accessories,3,1635,4905,Household,Uptown,Cash,New Purchase
INV00985,April,Accessories,2,673,1346,Institution,Suburbs,Card,New Purchase
INV00986,April,Accessories,3,409,1227,Household,Suburbs,Card,New Purchase
INV00988,April,Accessories,2,903,1806,Institution,Industrial Area,Online,New Purchase
INV00990,April,Accessories,4,1899,7596,Institution,Uptown,Cash,New Purchase
INV00993,April,Accessories,3,228,684,Institution,Uptown,Cash,New Purchase
INV01003,April,Accessories,3,996,2988,Institution,Uptown,Online,New Purchase
INV01008,April,Accessories,3,1762,5286,Institution,Uptown,Online,New Purchase
INV01009,April,Accessories,3,1048,3144,Business,Suburbs,Online,New Purchase
INV01018,April,Accessories,3,1385,4155,Institution,Suburbs,Card,New Purchase
INV01019,April,Accessories,1,1386,1386,Institution,Suburbs,Card,New Purchase
INV01020,April,Accessories,4,1208,4832,Household,Downtown,Card,New Purchase
INV01021,April,Accessories,4,1747,6988,Institution,City Center,Cash,New Purchase
INV01029,April,Accessories,2,398,796,Institution,Uptown,Cash,New Purchase
INV01037,April,Accessories,1,1901,1901,Business,Uptown,Online,New Purchase
INV01038,April,Accessories,4,1216,4864,Household,Suburbs,Online,New Purchase
INV01051,April,Accessories,1,1000,1000,Household,Uptown,Card,New Purchase
INV01063,April,Accessories,4,441,1764,Institution,Industrial Area,Card,New Purchase
INV01071,April,Accessories,2,342,684,Institution,Uptown,Cash,New Purchase
INV01075,April,Accessories,4,516,2064,Business,Downtown,Online,New Purchase
INV01076,April,Accessories,3,834,2502,Household,Downtown,Card,New Purchase
INV01079,April,Accessories,1,1582,1582,Business,City Center,Online,New Purchase
INV01087,April,Accessories,2,1537,3074,Business,Downtown,Online,New Purchase
INV01108,April,Accessories,4,1937,7748,Business,Industrial Area,Online,New Purchase
INV01113,April,Accessories,1,358,358,Institution,City Center,Cash,New Purchase
INV01119,April,Accessories,4,1155,4620,Institution,Uptown,Cash,New Purchase
INV01123,April,Accessories,4,1473,5892,Business,Downtown,Cash,New Purchase
INV01125,April,Accessories,2,534,1068,Household,City Center,Card,New Purchase
INV01130,April,Accessories,1,1491,1491,Institution,Uptown,Cash,New Purchase
INV01131,April,Accessories,3,1460,4380,Institution,Suburbs,Online,New Purchase
INV01132,April,Accessories,2,1775,3550,Institution,Industrial Area,Online,New Purchase
INV01150,May,Accessories,3,1526,4578,Household,Downtown,Online,New Purchase
INV01161,May,Accessories,1,775,775,Business,Uptown,Cash,New Purchase
INV01165,May,Accessories,1,1427,1427,Business,Suburbs,Card,New Purchase
INV01169,May,Accessories,3,1942,5826,Household,Suburbs,Cash,New Purchase
INV01172,May,Accessories,1,533,533,Institution,Suburbs,Cash,New Purchase
INV01180,May,Accessories,4,892,3568,Institution,Downtown,Online,New Purchase
INV01190,May,Accessories,2,350,700,Institution,Downtown,Online,New Purchase
INV01195,May,Accessories,4,1564,6256,Institution,Industrial Area,Card,New Purchase
INV01198,May,Accessories,2,716,1432,Household,Uptown,Online,New Purchase
INV01202,May,Accessories,2,626,1252,Business,Uptown,Card,New Purchase
INV01208,May,Accessories,1,1013,1013,Business,Uptown,Online,New Purchase
INV01210,May,Accessories,3,1510,4530,Household,Suburbs,Card,New Purchase
INV01222,May,Accessories,2,1604,3208,Institution,Downtown,Card,New Purchase
INV01224,May,Accessories,4,1837,7348,Institution,City Center,Online,New Purchase
INV01230,May,Accessories,1,1554,1554,Household,Industrial Area,Cash,New Purchase
INV01237,May,Accessories,2,910,1820,Business,Industrial Area,Card,New Purchase
INV01245,May,Accessories,2,1041,2082,Institution,City Center,Card,New Purchase
INV01252,May,Accessories,1,211,211,Institution,Suburbs,Card,New Purchase
INV01253,May,Accessories,1,503,503,Institution,Industrial Area,Online,New Purchase
INV01254,May,Accessories,1,1174,1174,Institution,Uptown,Card,New Purchase
INV01256,May,Accessories,4,982,3928,Institution,Downtown,Online,New Purchase
INV01261,May,Accessories,3,818,2454,Household,Uptown,Cash,New Purchase
INV01262,May,Accessories,3,535,1605,Institution,Uptown,Card,New Purchase
INV01267,May,Accessories,1,669,669,Household,City Center,Online,New Purchase
INV01277,May,Accessories,1,549,549,Household,Downtown,Cash,New Purchase
INV01280,May,Accessories,1,358,358,Household,Uptown,Online,New Purchase
INV01283,May,Accessories,1,644,644,Household,Downtown,Cash,New Purchase
INV01284,May,Accessories,2,1151,2302,Institution,Industrial Area,Card,New Purchase
INV01293,May,Accessories,1,209,209,Business,Industrial Area,Card,New Purchase
INV01296,May,Accessories,2,783,1566,Business,City Center,Online,New Purchase
INV01301,May,Accessories,4,730,2920,Household,Uptown,Card,New Purchase
INV01303,May,Accessories,3,1425,4275,Household,City Center,Card,New Purchase
INV01308,May,Accessories,3,1331,3993,Household,Uptown,Online,New Purchase
INV01313,May,Accessories,4,1746,6984,Household,Industrial Area,Online,New Purchase
INV01314,May,Accessories,2,1168,2336,Institution,Uptown,Online,New Purchase
INV01325,May,Accessories,2,753,1506,Institution,Downtown,Online,New Purchase
INV01334,May,Accessories,4,760,3040,Household,City Center,Card,New Purchase
INV01343,May,Accessories,1,257,257,Business,City Center,Card,New Purchase
INV01372,May,Accessories,3,960,2880,Household,Industrial Area,Cash,New Purchase
INV01377,May,Accessories,2,510,1020,Business,Industrial Area,Card,New Purchase
INV01381,May,Accessories,2,1539,3078,Institution,Uptown,Card,New Purchase
INV01389,May,Accessories,4,1749,6996,Household,Industrial Area,Card,New Purchase
INV01397,May,Accessories,2,1032,2064,Business,Suburbs,Online,New Purchase
INV01400,May,Accessories,2,1248,2496,Household,City Center,Cash,New Purchase
INV01411,May,Accessories,1,242,242,Institution,Downtown,Cash,New Purchase
INV01413,May,Accessories,3,666,1998,Business,Uptown,Cash,New Purchase
INV01420,May,Accessories,1,1279,1279,Business,Suburbs,Online,New Purchase
INV01422,May,Accessories,3,282,846,Business,Suburbs,Cash,New Purchase
INV01426,May,Accessories,3,1303,3909,Institution,City Center,Card,New Purchase
INV01433,May,Accessories,4,619,2476,Household,Downtown,Cash,New Purchase
INV01434,May,Accessories,4,621,2484,Business,Suburbs,Online,New Purchase
INV01439,May,Accessories,3,291,873,Household,Suburbs,Card,New Purchase
INV01443,May,Accessories,1,709,709,Business,City Center,Cash,New Purchase
INV01448,May,Accessories,3,1646,4938,Institution,Suburbs,Cash,New Purchase
INV01449,May,Accessories,1,264,264,Business,Uptown,Cash,New Purchase
INV01450,May,Accessories,1,412,412,Household,City Center,Card,New Purchase
INV01453,May,Accessories,2,372,744,Institution,Uptown,Cash,New Purchase
INV01465,June,Accessories,2,220,440,Household,Downtown,Cash,New Purchase
INV01477,June,Accessories,1,1155,1155,Household,Industrial Area,Online,New Purchase
INV01484,June,Accessories,1,1868,1868,Business,Suburbs,Card,New Purchase
INV01485,June,Accessories,4,476,1904,Household,Suburbs,Card,New Purchase
INV01487,June,Accessories,3,635,1905,Business,City Center,Cash,New Purchase
INV01490,June,Accessories,2,1575,3150,Business,City Center,Online,New Purchase
INV01513,June,Accessories,4,613,2452,Household,City Center,Card,New Purchase
INV01514,June,Accessories,4,1948,7792,Business,Suburbs,Card,New Purchase
INV01520,June,Accessories,2,1854,3708,Household,Uptown,Cash,New Purchase
INV01521,June,Accessories,3,696,2088,Business,Industrial Area,Cash,New Purchase
INV01522,June,Accessories,4,1456,5824,Household,City Center,Cash,New Purchase
INV01524,June,Accessories,1,1221,1221,Business,Suburbs,Card,New Purchase
INV01529,June,Accessories,2,434,868,Household,City Center,Card,New Purchase
INV01534,June,Accessories,3,635,1905,Institution,Industrial Area,Card,New Purchase
INV01535,June,Accessories,3,1785,5355,Household,City Center,Card,New Purchase
INV01538,June,Accessories,4,660,2640,Institution,Uptown,Online,New Purchase
INV01540,June,Accessories,1,895,895,Institution,Suburbs,Online,New Purchase
INV01541,June,Accessories,3,902,2706,Business,Uptown,Card,New Purchase
INV01543,June,Accessories,3,612,1836,Institution,Downtown,Cash,New Purchase
INV01546,June,Accessories,3,1504,4512,Household,Uptown,Online,New Purchase
INV01553,June,Accessories,2,1714,3428,Household,Suburbs,Cash,New Purchase
INV01558,June,Accessories,1,311,311,Business,Downtown,Cash,New Purchase
INV01566,June,Accessories,3,1978,5934,Institution,Suburbs,Online,New Purchase
INV01573,June,Accessories,2,426,852,Business,Downtown,Online,New Purchase
INV01575,June,Accessories,1,1021,1021,Household,Industrial Area,Online,New Purchase
INV01576,June,Accessories,4,1070,4280,Institution,Suburbs,Card,New Purchase
INV01586,June,Accessories,4,965,3860,Institution,Suburbs,Online,New Purchase
INV01600,June,Accessories,4,1573,6292,Household,Suburbs,Online,New Purchase
INV01603,June,Accessories,2,1030,2060,Institution,Uptown,Card,New Purchase
INV01608,June,Accessories,1,397,397,Institution,Suburbs,Online,New Purchase
INV01613,June,Accessories,2,323,646,Institution,Downtown,Card,New Purchase
INV01614,June,Accessories,3,336,1008,Household,City Center,Online,New Purchase
INV01617,June,Accessories,1,699,699,Household,Suburbs,Card,New Purchase
INV01628,June,Accessories,1,555,555,Institution,Industrial Area,Card,New Purchase
INV01635,June,Accessories,2,885,1770,Business,Downtown,Cash,New Purchase
INV01640,June,Accessories,2,1631,3262,Household,City Center,Online,New Purchase
INV01654,June,Accessories,3,1664,4992,Business,Downtown,Online,New Purchase
INV01658,June,Accessories,3,1622,4866,Business,Downtown,Online,New Purchase
INV01664,June,Accessories,4,341,1364,Institution,Downtown,Card,New Purchase
INV01672,June,Accessories,4,644,2576,Household,Uptown,Cash,New Purchase
INV01678,June,Accessories,1,792,792,Institution,Downtown,Cash,New Purchase
INV01689,June,Accessories,1,1740,1740,Household,City Center,Cash,New Purchase
INV01692,June,Accessories,2,1367,2734,Household,City Center,Online,New Purchase
INV01706,June,Accessories,4,803,3212,Institution,City Center,Card,New Purchase
INV01711,June,Accessories,1,1983,1983,Institution,Suburbs,Cash,New Purchase
INV01713,June,Accessories,1,1777,1777,Business,Industrial Area,Online,New Purchase
INV01731,June,Accessories,3,1849,5547,Household,City Center,Card,New Purchase
INV00003,January,Filter Cartridge,1,1114,1114,Business,Downtown,Cash,Cartridge Replacement
INV00005,January,Filter Cartridge,3,830,2490,Institution,Industrial Area,Card,Cartridge Replacement
INV00008,January,Filter Cartridge,4,1163,4652,Institution,City Center,Card,Cartridge Replacement
INV00009,January,Filter Cartridge,3,1161,3483,Household,Industrial Area,Online,Cartridge Replacement
INV00010,January,Filter Cartridge,1,843,843,Institution,Downtown,Cash,Cartridge Replacement
INV00011,January,Filter Cartridge,4,913,3652,Institution,City Center,Card,Cartridge Replacement
INV00012,January,Filter Cartridge,2,691,1382,Institution,Industrial Area,Cash,Cartridge Replacement
INV00016,January,Filter Cartridge,1,1060,1060,Institution,Uptown,Card,Cartridge Replacement
INV00018,January,Filter Cartridge,3,1010,3030,Business,Downtown,Card,Cartridge Replacement
INV00022,January,Filter Cartridge,4,1066,4264,Household,Industrial Area,Online,Cartridge Replacement
INV00030,January,Filter Cartridge,2,1064,2128,Household,Uptown,Card,Cartridge Replacement
INV00031,January,Filter Cartridge,2,839,1678,Business,Suburbs,Cash,Cartridge Replacement
INV00032,January,Filter Cartridge,4,866,3464,Business,Downtown,Cash,Cartridge Replacement
INV00033,January,Filter Cartridge,4,954,3816,Household,City Center,Card,Cartridge Replacement
INV00038,January,Filter Cartridge,4,887,3548,Institution,Downtown,Online,Cartridge Replacement
INV00043,January,Filter Cartridge,2,1055,2110,Business,Suburbs,Cash,Cartridge Replacement
INV00049,January,Filter Cartridge,2,795,1590,Institution,Uptown,Online,Cartridge Replacement
INV00052,January,Filter Cartridge,4,716,2864,Household,Industrial Area,Card,Cartridge Replacement
INV00060,January,Filter Cartridge,4,971,3884,Household,Industrial Area,Card,Cartridge Replacement
INV00066,January,Filter Cartridge,3,540,1620,Institution,Uptown,Card,Cartridge Replacement
INV00069,January,Filter Cartridge,2,532,1064,Business,Industrial Area,Online,Cartridge Replacement
INV00070,January,Filter Cartridge,4,1002,4008,Business,City Center,Card,Cartridge Replacement
INV00071,January,Filter Cartridge,2,598,1196,Business,Suburbs,Cash,Cartridge Replacement
INV00075,January,Filter Cartridge,1,961,961,Institution,Suburbs,Card,Cartridge Replacement
INV00077,January,Filter Cartridge,2,1002,2004,Business,City Center,Cash,Cartridge Replacement
INV00080,January,Filter Cartridge,3,892,2676,Business,City Center,Online,Cartridge Replacement
INV00081,January,Filter Cartridge,3,514,1542,Business,Downtown,Online,Cartridge Replacement
INV00085,January,Filter Cartridge,3,740,2220,Institution,Downtown,Cash,Cartridge Replacement
INV00086,January,Filter Cartridge,4,595,2380,Institution,City Center,Cash,Cartridge Replacement
INV00088,January,Filter Cartridge,1,906,906,Business,Uptown,Card,Cartridge Replacement
INV00102,January,Filter Cartridge,1,730,730,Business,Suburbs,Cash,Cartridge Replacement
INV00111,January,Filter Cartridge,3,873,2619,Household,Industrial Area,Cash,Cartridge Replacement
INV00119,January,Filter Cartridge,1,1124,1124,Institution,City Center,Card,Cartridge Replacement
